id,epic,title,repo,acceptance_criteria,required_tests,notes
CORE-DEP-003,Deployment and Supply Chain,"Pin base images and add SBOM and vulnerability scan to publish",livecore-platform,"Published images pin their base image by digest, a CVE scan runs and can fail the publish on critical vulnerabilities, and an SBOM is produced; the existing immutable LiveCore tag guard stays.","CI publish dry-run produces an SBOM and a scan report; a seeded critical CVE fails the gate.","TIER 3 MEDIUM (supply chain). The publish job builds/pushes by version tag but base images float (mcr.microsoft.com/dotnet/sdk:10.0, aspnet:10.0 in all three Dockerfiles) with no digest pin, no docker scout/Trivy/Grype, no SBOM/provenance (ci.yml ~383-401); the immutability guard protects the published tag but the underlying layers drift and no gate catches a known-CVE base image. Pin base images by digest, add an image scan + SBOM (and optionally cosign provenance) to the publish job. Update .github/workflows/ci.yml and the Dockerfiles. Also enforce dotnet restore --locked-mode (packages.lock.json) for reproducibility."
CORE-SPEC-001,Specification Hardening,"Make the spec-consistency check validate semantics not just names",livecore-platform,"spec-consistency.ps1 validates route roles/auth and CSV-routes-against-implemented-endpoints (both directions), the entitlement event catalog, the mobile store CSV, and table columns/indexes - not only name/count set-membership; CI fails on semantic drift.","Seeded drift (a route with a changed role; an undocumented endpoint; an entitlement-catalog event with no audit action) fails the check; the real tree passes.","TIER 3 MEDIUM. scripts/spec-consistency.ps1 checks 5 string-set invariants only (~106-199): it does NOT validate route roles/auth_required, CSV routes vs actual endpoints, the entitlement event catalog, the mobile store CSV, or any column/index/constraint, and it never checks emission reachability - so a green Spec consistency passed gives false confidence (auth-role drift, undocumented routes, dead events all pass; e.g. ParticipantJoined/Left are documented live but unreachable). Extend the checks to cover those. Reuse the EF model snapshot + the minimal-API registrations for the code side. Script + docs/24 only."
CORE-SPEC-002,Specification Hardening,"Back the entitlement/store event catalog with real audit actions",livecore-platform,"Every entitlement/store event the catalog marks audit=true (EntitlementGranted/Revoked, QuotaExceeded, PurchaseVerification*, StoreNotification*) is actually persisted/audited via a real AuditAction; the catalog is a contract not aspirational.","Granting/revoking an entitlement, a quota denial, and a store-notification apply each write the documented audit record; the catalog matches the AuditAction enum.","TIER 3 MEDIUM. csv/entitlement_event_catalog.csv marks those events persisted+audited, but AuditAction.cs ~24-176 contains only 11 actions, none entitlement/store/purchase, and QuotaExceeded exists only as an HTTP-429 helper name (WorkspaceEndpoints.cs ~873) - the catalog is aspirational and spec-consistency does not check it. Add the missing AuditAction values and emit them on grant/revoke/quota-denial/notification-apply (ties to CORE-MON-003/004). Reuse the Audit module append path. Update the catalog/docs to match what is actually emitted."
CORE-TST-001,Test Enforcement,"Add coverage measurement and a CI gate",livecore-platform,"CI collects code coverage and reports it; a threshold (start non-blocking, then blocking) prevents a new untested production handler from silently regressing coverage.","The CI run produces a coverage report; a deliberately-untested new handler trips the threshold once blocking is enabled.","TIER 2 HIGH (the strong coverage is unguarded). coverlet.collector is referenced in all three test csproj but no CI step or csproj passes --collect/CollectCoverage/threshold (ci.yml ~54,337) - coverage is computed nowhere and gates nothing, so DoD no-feature-without-tests rests on author discipline only and can silently regress. Add coverage collection (coverlet) + a report (and a threshold, initially warn-only) to ci.yml. Update docs/14 and docs/17."
CORE-TST-002,Test Enforcement,"Add a real SignalR HubConnection delivery and denial test",livecore-platform,"An integration test opens a real SignalR HubConnection and asserts an authorized client RECEIVES a reveal payload and an unauthorized/foreign client is DENIED at connect/group level - exercising the actual transport, not a fake backplane.","Authorized participant receives the event; a participant connecting with another participant's id is aborted; a cross-session participant receives nothing (with CORE-SVIS-001).","TIER 2 HIGH (the product's core live mechanism is unverified end-to-end). RealtimeHubAuthenticationTests only tests the /negotiate auth gate; RealtimeDeliveryEndpointTests substitutes a RecordingRealtimeBackplane and asserts group NAMES (~221-260), never a real HubConnection receiving/being denied a payload. Add a test using HubConnectionBuilder against the test host. Reuse the existing test factory. Exercises the RealtimeConnectionResolver group authz (~161-167) at the HTTP level."
CORE-TST-003,Test Enforcement,"Add a Redis/Valkey backplane propagation test",livecore-platform,"A test verifies that with the Redis/Valkey backplane configured, an event published on one API instance reaches a client connected to another instance, and channel-prefix isolation holds.","Cross-instance fan-out delivers; a different ChannelPrefix does not leak.","TIER 3 MEDIUM (the documented production HA path is config-tested only). InProcessRealtimeBackplane is unit-tested; RealtimeServiceCollectionExtensionsTests only asserts DI wiring that AddStackExchangeRedis is registered when configured - no pub/sub, no cross-instance propagation, no failover. Add a behavioral test (Testcontainers Redis or a CI Redis service) for cross-instance delivery. Reuse the backplane registration; do not widen the audience."
CORE-TST-004,Test Enforcement,"Run unit/smoke against Postgres and fix the mislabeled CI step",livecore-platform,"The unit and smoke suites also run against real Postgres (not only SQLite) so provider-specific behavior is exercised; the CI step that actually runs the whole solution is named correctly.","A provider-divergent repository test passes on Postgres; the CI step names match what they run.","TIER 3 MEDIUM. ci.yml ~53-54 step Run smoke tests actually runs dotnet test on the whole solution with no Postgres service, so the 160 unit tests + smoke execute on SQLite (WorkspaceApiFactory falls back to in-memory SQLite unless LIVECORE_TEST_DB_PROVIDER=Postgres); only the separate integration-postgres job uses real Postgres and only for the integration project. Provider-specific behaviour (collation, case-sensitivity, JSON, concurrency semantics) in unit-level repo tests is never exercised on Postgres. Run the unit/smoke suites against Postgres too (a CI matrix leg) and rename the mislabeled step. Update ci.yml."
CORE-TST-005,Test Enforcement,"Add recap content tests and de-flake the tracing absence assertion",livecore-platform,"Recap summary content + edge cases (null StartedAt, zero-length session, non-UTC offsets) are tested; the timing-dependent tracing test uses a bounded poll instead of a fixed delay.","Recap content assertions hold; TracingEndpointTests no longer relies on Task.Delay(50) for an absence assertion.","TIER 3 MEDIUM. RecapGenerationService.ComposeSummary (~152-169) has no content-correctness test (only idempotency/scoping/resilience) so a formatting/timezone regression ships silently; and TracingEndpointTests ~90 asserts span ABSENCE after a fixed Task.Delay(50) - the same class of timing flake as the already-fixed UUIDv7 ordering tests (8161ef6/c493446). Add recap content/edge tests (pairs with CORE-RCP-002) and convert the delay to the bounded poll pattern already used by WaitForTraceAsync (~174-191). Tests only."
CORE-CMP-001,Compliance and Hygiene,"Provide an AGPL section 13 source-offer surface",livecore-platform,"The network application offers remote users access to its Corresponding Source (an /about or /source endpoint/link exposing the version + source URL), satisfying AGPL-3.0 section 13 for a hosted deployment.","Integration: the source-offer endpoint returns the source location + build version; no auth required.","TIER 3 MEDIUM (license compliance). The app is AGPL-3.0-or-later and network-interactive (SignalR hub + /api/v1), triggering AGPL section 13's obligation to offer remote users the Corresponding Source, but no /source//about/source-link endpoint exists (only the verbatim LICENSE text). Add a small anonymous endpoint exposing the source URL + build version. Reuse the VERSION constants. Update docs/16. No PII/secret."
CORE-CMP-002,Compliance and Hygiene,"Justify or replace the beta dependency and lock dependency restore",livecore-platform,"The pre-release OpenTelemetry Prometheus exporter is either replaced with a stable release or explicitly justified per AGENTS.md, and container restore uses locked-mode so a published image's dependency closure matches what CI tested.","Build succeeds with the resolved dependency; dotnet restore --locked-mode passes against committed lock files.","TIER 4 LOW (hygiene/supply chain). apps/api/LiveCore.Api.csproj ~58 pins OpenTelemetry.Exporter.Prometheus.AspNetCore 1.16.0-beta.1 while siblings are stable 1.16.0 - a -beta in a release build (this exporter historically stays prerelease, so document the justification if unavoidable). Also Dockerfiles run dotnet restore with no packages.lock.json/--locked-mode. Add the AGENTS.md-required justification and enforce locked restore. csproj + Dockerfile + docs."
CORE-CMP-003,Compliance and Hygiene,"Enforce cross-package version lockstep and tag-version consistency",livecore-platform,"A test enforces that the four TS packages share one version (package.json + exported VERSION + per-package CHANGELOG + root CHANGELOG agree), and the release pipeline asserts the published image/release tag matches the intended package version; drift cannot ship.","A seeded one-package version bump fails the lockstep test; a release tag mismatching the package version fails the publish gate.","TIER 4 LOW. Each packages/*/tests/*.build.test.mjs checks only its OWN version triple; no test compares the four packages to each other or to root CHANGELOG.md, so bumping one package to 0.2.0 with the others at 0.1.0 still passes (docs/23 mandates a single shared version) - the fail-closed guarantee is weaker than stated. And ci.yml derives image tags from the git ref with nothing asserting the tag equals the packages' version. Add a cross-package lockstep test and a tag-vs-version gate (hosts are versioned separately from packages by design - assert the intended relationship). Reuse the existing build tests."
CORE-BND-001,Boundary Enforcement,"Close the brand-term scanner gap and neutralize leaked comments",livecore-platform,"The boundary scanner can detect the forbidden brand/platform terms (ArcanOS, ScenarioOS, Enterprise, DnD, Pen-and-Paper), scans tracked source plus .Dockerfile, excludes gitignored tooling and the documentation files that legitimately list the terms, and the 4 ArcanOS source comments are neutralized; CI fails on any future brand leak in tracked source.","boundary-scan.ps1 flags a seeded ArcanOS occurrence in a tracked .cs and in Migrations.Dockerfile; the gitignored scripts/story-loop.ps1 is NOT flagged; README.md/AGENTS.md are NOT flagged; the real tree scans clean after the fix.","TIER 2 HIGH (the non-negotiable product-neutrality rule is only half-enforced). PLACED LAST on purpose: it tightens the scanner, so it must run after every other story. Today csv/forbidden_core_terms.csv omits arcanos/scenarioos/enterprise/dnd/pen-and-paper that AGENTS.md:9 + docs/04 forbid, so the scanner cannot catch them - and ArcanOS leaked into 4 XML-doc comments: apps/api/Entitlements/EffectiveEntitlement.cs:14, EntitlementDefinition.cs:21, EntitlementSubjectType.cs:13, QuotaUnit.cs:12 (ArcanOS may display these as ...). CRITICAL gotcha: scripts/boundary-scan.ps1 enumerates with Get-ChildItem (it does NOT respect .gitignore) and scans .ps1, so it currently also sees the gitignored tooling scripts/story-loop.ps1, whose prompt template legitimately contains ArcanOS/ScenarioOS/arcanos-app/scenarioos-enterprise. Fix together: (a) add the brand terms to csv/forbidden_core_terms.csv keeping docs/ csv/ README.md AGENTS.md as the only allowed locations; (b) make the scanner enumerate TRACKED files only (git ls-files) so gitignored tooling (scripts/story-loop.ps1) is excluded, add .Dockerfile to scope, and explicitly exclude the documentation root files (README.md, AGENTS.md, LICENSE, CHANGELOG.md) that legitimately list the terms; (c) replace the 4 ArcanOS may display these as ... comments with a neutral a vertical may display these as .... Confirmed the only tracked source hits are those 4 files (no Enterprise/ScenarioOS/DnD in tracked apps/packages/tests/.github source). Keep the scanner fail-closed."
